"iccid","msisdn","startTime(UTC)","endTime(UTC)","bytes","mcc","mnc","promotionName"
"'8944502511169353513","'882360001616851","2018-05-01 09:35:27","2018-05-01 09:38:27","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944501410158447090","'447937584552","2018-05-01 09:35:27","2018-05-01 09:45:31","1024","'234","'15","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944500510178346379","'882360002725392","2018-05-01 09:35:27","2018-05-01 09:37:16","1024","'310","'410","UKJ 3MB@1.50 OU 0.60 USD"
"'8944502511169353455","'882360001616845","2018-05-01 09:35:27","2018-05-01 09:38:27","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944502010148228888","'447509150888","2018-05-01 09:35:27","2018-05-01 09:38:40","1024","'310","'410","UKJ 2MB@1.38 OU 0.80 USD iTrack"
"'8944500410169096424","'882360001438142","2018-05-01 09:35:27","2018-05-01 09:36:33","1024","'334","'020","UKJ 10MB@3.99 OU 0.40 USD SAK Z2"
"'8944503005179802089","'882360002496918","2018-05-01 09:35:27","2018-05-01 09:37:03","5120","'272","'01","UKJ 10MB@1.12 OU 0.20 EUR GMTCon"
"'8944501702168817704","'882360001284613","2018-05-01 09:35:28","2018-05-01 09:39:14","10240","'334","'050","UKJ 6MB@3.50 OU 0.65 USD CTTMX"
"'8944502511169694833","'882360001650983","2018-05-01 09:35:28","2018-05-01 09:37:20","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500410169161095","'882360001444609","2018-05-01 09:35:28","2018-05-01 09:51:32","7168","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944503005179803988","'882360002497108","2018-05-01 09:35:28","2018-05-01 09:55:15","2048","'220","'01","UKJ 5MB@0.80 OU 0.10 EUR Almaks"
"'8944503005179766391","'882360002493349","2018-05-01 09:35:28","2018-05-01 09:37:17","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944501702168744197","'882360001277262","2018-05-01 09:35:28","2018-05-01 09:37:58","20480","'204","'08","UKJ 20MB@2.90 OU 0.15 EUR AGG LOC"
"'8944501410158447942","'447937584637","2018-05-01 09:35:28","2018-05-01 09:45:33","1024","'234","'30","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944501410158492401","'447937589083","2018-05-01 09:35:28","2018-05-01 09:37:17","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500606138132394","'447937878239","2018-05-01 09:35:28","2018-05-01 09:35:37","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944502010148202149","'447509148214","2018-05-01 09:35:29","2018-05-01 09:36:10","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944502511169694809","'882360001650980","2018-05-01 09:35:29","2018-05-01 09:37:20","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944503005179834959","'447509727927","2018-05-01 09:35:29","2018-05-01 09:38:19","2048","'234","'15","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944501101188530647","'882360003071844","2018-05-01 09:35:29","2018-05-01 09:36:28","3072","'310","'410","UKJ 5MB@1.49 OU 0.35 USD OTS USA"
"'8944502511169694817","'882360001650981","2018-05-01 09:35:29","2018-05-01 09:37:21","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502511169492188","'882360001630718","2018-05-01 09:35:29","2018-05-01 09:52:31","12288","'310","'260","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8944501702168763825","'882360001279225","2018-05-01 09:35:30","2018-05-01 09:35:32","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8901260881215132084","'14704353794","2018-05-01 09:35:30","2018-05-01 09:35:34","1024","'310","'260","UKTM 10MB@1.75 No OU USD Ablegrid"
"'8944501410158484978","'447937588340","2018-05-01 09:35:30","2018-05-01 09:49:25","2048","'234","'15","UKJ 6MB@1.95 OU 1.00 GBP T2"
"'8944503005179752649","'11836158478","2018-05-01 09:35:30","2018-05-01 09:51:45","1024","'730","'01","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944502511169709425","'882360001652442","2018-05-01 09:35:30","2018-05-01 09:38:29","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'89011703278161154227","'882350816115422","2018-05-01 09:35:30","2018-05-01 09:41:41","38912","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502511169493988","'882360001630898","2018-05-01 09:35:30","2018-05-01 09:36:34","3072","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944500410169176911","'882360001446191","2018-05-01 09:35:30","2018-05-01 09:45:28","15360","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502010148279998","'447509155999","2018-05-01 09:35:30","2018-05-01 09:50:27","4096","'310","'410","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8944501410158437471","'447937583590","2018-05-01 09:35:31","2018-05-01 09:35:54","1024","'310","'260","UKJ 2MB@1.21 OU 0.65 USD"
"'8944501007158391763","'882360000059669","2018-05-01 09:35:31","2018-05-01 09:40:40","1024","'204","'08","UKJ 0MB@0.30 OU 0.11 GBP"
"'8944502511169694841","'882360001650984","2018-05-01 09:35:31","2018-05-01 09:37:22","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502511169555422","'11836056079","2018-05-01 09:35:31","2018-05-01 09:37:53","1024","'730","'01","UKA 5MB@2.69 OU0.60USD"
"'89011703278161154243","'882350816115424","2018-05-01 09:35:31","2018-05-01 09:36:20","99328","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944501702168723464","'882360001275189","2018-05-01 09:35:31","2018-05-01 09:40:14","2048","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944500606138084520","'447937873452","2018-05-01 09:35:31","2018-05-01 09:37:15","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944503005179752136","'11836158409","2018-05-01 09:35:31","2018-05-01 09:37:38","1024","'736","'03","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944502511169694866","'882360001650986","2018-05-01 09:35:31","2018-05-01 09:37:22","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944501204168936907","'882360001296533","2018-05-01 09:35:31","2018-05-01 09:35:34","1024","'310","'410","UKJ 15MB@3.91 OU .65 USD"
"'8944502511169465952","'882360001628095","2018-05-01 09:35:31","2018-05-01 09:46:39","12288","'234","'15","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944501410158447496","'447937584592","2018-05-01 09:35:31","2018-05-01 09:45:36","1024","'234","'10","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944500510178315242","'882360002722279","2018-05-01 09:35:32","2018-05-01 09:35:38","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944500510178324624","'882360002723217","2018-05-01 09:35:32","2018-05-01 09:35:43","1024","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944501702168869010","'882360001289744","2018-05-01 09:35:32","2018-05-01 09:50:23","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502511169663416","'882360001647841","2018-05-01 09:35:32","2018-05-01 09:37:17","1024","'310","'260","UKJ 2MB@2.15 OU 1.00 USD"
"'8944502511169672797","'882360001648779","2018-05-01 09:35:32","2018-05-01 09:45:07","4096","'310","'260","UKJ 10MB@2.65 OU 0.35 USD M2M Global"
"'8944500510178437350","'882360002734490","2018-05-01 09:35:32","2018-05-01 09:37:20","1024","'310","'260","UKJ 2MB@1.21 OU 0.65 USD"
"'8944502511169520459","'882360001633545","2018-05-01 09:35:33","2018-05-01 09:35:35","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169694858","'882360001650985","2018-05-01 09:35:33","2018-05-01 09:37:23","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502511169353174","'882360001616817","2018-05-01 09:35:33","2018-05-01 09:38:33","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944502511169410511","'882360001622551","2018-05-01 09:35:33","2018-05-01 09:35:46","16384","'234","'15","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944501702168692388","'882360001274081","2018-05-01 09:35:33","2018-05-01 09:35:57","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944200007314024062","'447414407407","2018-05-01 09:35:33","2018-05-01 09:35:33","218112","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169574951","'882360001638995","2018-05-01 09:35:33","2018-05-01 09:35:38","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944502712138157684","'447937835768","2018-05-01 09:35:33","2018-05-01 09:35:58","1024","'204","'04","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944503005179813920","'447509725896","2018-05-01 09:35:33","2018-05-01 09:44:40","1024","'234","'30","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944501204168935412","'882360001296384","2018-05-01 09:35:34","2018-05-01 09:36:21","1024","'334","'020","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944502511169695707","'882360001651070","2018-05-01 09:35:34","2018-05-01 09:40:15","2048","'310","'260","UKJ 3MB@1.15 OU 0.30 USD Location Sol Z1B"
"'8944502010148265401","'447509154540","2018-05-01 09:35:34","2018-05-01 09:40:27","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944200103299005489","'447453020065","2018-05-01 09:35:34","2018-05-01 09:35:34","1086464","'234","'20","UKX 250MB@2.75 OU 0.01 GBP SBSOFT"
"'8944502010148319000","'447509159900","2018-05-01 09:35:34","2018-05-01 09:47:33","1024","'262","'02","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944501702168723506","'882360001275193","2018-05-01 09:35:34","2018-05-01 09:40:16","2048","'310","'260","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944502511169694825","'882360001650982","2018-05-01 09:35:34","2018-05-01 09:37:26","1024","'214","'03","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944501101188580378","'882360003076817","2018-05-01 09:35:34","2018-05-01 09:39:49","1024","'310","'410","UKJ 2MB@1.10 OU 0.35 USD SW Z3"
"'8944501702168796478","'882360001282490","2018-05-01 09:35:34","2018-05-01 09:36:14","1024","'310","'260","UKJ 10MB@2.79 OU 0.80 USD C Tracking"
"'8944503005179876182","'882360002504328","2018-05-01 09:35:35","2018-05-01 09:35:37","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502010148258943","'447509153894","2018-05-01 09:35:35","2018-05-01 09:40:30","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502511169270303","'882360001608530","2018-05-01 09:35:35","2018-05-01 09:38:05","68608","'310","'260","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'89185015061600188138","'11836459259","2018-05-01 09:35:35","2018-05-01 09:35:36","1024","'730","'01","UKA 5MB@2.69 OU0.60USD"
"'8944502712138191121","'447937839112","2018-05-01 09:35:35","2018-05-01 09:36:37","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502712138158278","'447937835827","2018-05-01 09:35:36","2018-05-01 09:46:45","1024","'204","'16","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944500410169162697","'882360001444769","2018-05-01 09:35:36","2018-05-01 09:47:13","40960","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944500606138084504","'447937873450","2018-05-01 09:35:36","2018-05-01 09:37:20","1024","'234","'15","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944500510178315218","'882360002722276","2018-05-01 09:35:36","2018-05-01 09:35:41","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944501204168955246","'882360001298367","2018-05-01 09:35:36","2018-05-01 09:35:42","1024","'310","'410","UKJ 5MB@2.52 OU 0.80 USD"
"'8944501410158441218","'447937583964","2018-05-01 09:35:37","2018-05-01 09:36:02","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944502010148224366","'447509150436","2018-05-01 09:35:37","2018-05-01 09:39:13","1024","'310","'410","UKJ 5MB@2.52 OU 0.80 USD"
"'8944200103299000282","'447449379588","2018-05-01 09:35:37","2018-05-01 09:35:37","71680","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500510178391474","'882360002729902","2018-05-01 09:35:37","2018-05-01 09:36:01","2048","'310","'410","UKJ 2MB@0.70 OU 0.25 USD SLab Z3"
"'8944502511169232949","'882360001604794","2018-05-01 09:35:37","2018-05-01 09:36:01","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944502010148202503","'447509148250","2018-05-01 09:35:37","2018-05-01 09:36:06","1024","'234","'15","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944502010148279188","'447509155918","2018-05-01 09:35:37","2018-05-01 09:36:41","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944501702168795587","'882360001282401","2018-05-01 09:35:37","2018-05-01 09:50:17","2048","'310","'260","UKJ 10MB@2.79 OU 0.80 USD C Tracking"
"'8944501201168652260","'447937725069","2018-05-01 09:35:37","2018-05-01 09:37:24","1024","'310","'260","UKJ 2MB@1.21 OU 0.65 USD"
"'8944500410169113088","'882360001439808","2018-05-01 09:35:37","2018-05-01 09:36:16","1024","'310","'260","UKJ 2MB@2.15 OU 1.00 USD"
"'8944200103299005984","'447453024214","2018-05-01 09:35:38","2018-05-01 09:35:38","1285120","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944200103299002221","'447453013876","2018-05-01 09:35:38","2018-05-01 09:35:38","19456","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169606548","'882360001642154","2018-05-01 09:35:38","2018-05-01 09:36:06","2048","'234","'30","UKJ 15MB@3.91 OU .65 USD"
"'8944502511169607348","'882360001642234","2018-05-01 09:35:38","2018-05-01 09:36:20","1024","'234","'15","UKJ 15MB@3.91 OU .65 USD"
"'8944501204168960642","'882360001298907","2018-05-01 09:35:38","2018-05-01 09:39:21","1024","'310","'260","UKJ 10MB@2.65 OU 0.45 USD TT"
"'8944501505158333693","'447937561369","2018-05-01 09:35:38","2018-05-01 09:49:14","52224","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944501410158437059","'447937583548","2018-05-01 09:35:38","2018-05-01 09:37:28","1024","'310","'260","UKJ 2MB@1.21 OU 0.65 USD"
"'8944502511169520590","'882360001633559","2018-05-01 09:35:39","2018-05-01 09:35:42","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501702168763825","'882360001279225","2018-05-01 09:35:39","2018-05-01 09:35:42","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944500606138142559","'447937879255","2018-05-01 09:35:39","2018-05-01 09:35:48","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944500510178370197","'447509729701","2018-05-01 09:35:39","2018-05-01 09:37:09","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501101188601018","'882360003078881","2018-05-01 09:35:39","2018-05-01 09:38:39","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944502511169328499","'882360001614349","2018-05-01 09:35:39","2018-05-01 09:38:39","3072","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501410158447801","'447937584623","2018-05-01 09:35:39","2018-05-01 09:45:46","1024","'234","'15","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944501702168877484","'882360001290591","2018-05-01 09:35:39","2018-05-01 09:45:46","3072","'334","'020","UKJ 6MB@3.50 OU 0.65 USD CTTMX"
"'8944502511169284338","'882360001609933","2018-05-01 09:35:39","2018-05-01 09:37:28","1024","'655","'01","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500510178315242","'882360002722279","2018-05-01 09:35:39","2018-05-01 09:42:02","6144","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944501410158492310","'447937589074","2018-05-01 09:35:39","2018-05-01 09:37:28","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502511169411394","'882360001622639","2018-05-01 09:35:39","2018-05-01 09:46:19","730112","'234","'30","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944200103299004854","'447449382878","2018-05-01 09:35:40","2018-05-01 09:35:40","82944","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179867785","'882360002503488","2018-05-01 09:35:40","2018-05-01 09:38:53","5120","'234","'30","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944502511169574951","'882360001638995","2018-05-01 09:35:40","2018-05-01 09:35:47","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944501410158407813","'447937580624","2018-05-01 09:35:40","2018-05-01 09:36:44","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944500410169136972","'882360001442197","2018-05-01 09:35:40","2018-05-01 09:49:00","10240","'222","'88","UKJ 10MB@1.08 OU 0.20 EUR ASRL Z1"
"'8944502010148267530","'447509154753","2018-05-01 09:35:40","2018-05-01 09:50:50","9216","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501201168652153","'447937725058","2018-05-01 09:35:40","2018-05-01 09:37:32","1024","'621","'30","UKJ 2MB@2.15 OU 1.00 USD"
"'8944501410158459582","'447937585801","2018-05-01 09:35:41","2018-05-01 09:36:27","1024","'204","'08","UKJ 2MB@1.18 OU 0.80 EUR 12MTH KOEK"
"'8944502511169527215","'882360001634221","2018-05-01 09:35:41","2018-05-01 09:46:33","1024","'310","'410","UKJ 1MB@1.00 OU 0.60 USD SW Z0"
"'8944501702168706238","'447937566966","2018-05-01 09:35:41","2018-05-01 09:37:34","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500510178260141","'882360002716769","2018-05-01 09:35:41","2018-05-01 09:42:15","5120","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944200103299003302","'447453019797","2018-05-01 09:35:41","2018-05-01 09:35:41","359424","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005178112084","'882360002173388","2018-05-01 09:35:42","2018-05-01 09:38:51","1024","'222","'88","UKJ 10MB@1.76 OU 0.30 EUR IM Italy"
"'8944502010148230710","'447509151071","2018-05-01 09:35:42","2018-05-01 09:45:48","1024","'310","'260","UKJ 90MB@43.06 OU 0.01 USD"
"'8944502010148261780","'447509154178","2018-05-01 09:35:42","2018-05-01 09:35:57","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'89011703278161154078","'882350816115407","2018-05-01 09:35:42","2018-05-01 09:36:49","52224","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944501505158355795","'447937563579","2018-05-01 09:35:42","2018-05-01 09:37:33","1024","'234","'10","UKJ 2MB@4.75 OU 1.95 USD"
"'8944503005178096154","'882360002171795","2018-05-01 09:35:42","2018-05-01 09:40:50","1024","'310","'410","UKJ 5MB@2.38 OU 0.80 USD"
"'8944503005179829926","'447509726560","2018-05-01 09:35:42","2018-05-01 09:59:11","2048","'234","'30","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944500606138132394","'447937878239","2018-05-01 09:35:42","2018-05-01 09:35:51","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944503005178089803","'882360002171160","2018-05-01 09:35:42","2018-05-01 09:35:58","1024","'310","'410","UKJ 2MB@1.39 OU 0.45 USD PROC Z1A"
"'8944200103299009192","'447453033756","2018-05-01 09:35:43","2018-05-01 09:35:43","28672","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501505158355811","'447937563581","2018-05-01 09:35:43","2018-05-01 09:37:36","1024","'234","'10","UKJ 2MB@4.75 OU 1.95 USD"
"'8944200103299020249","'447453048928","2018-05-01 09:35:43","2018-05-01 09:35:43","610304","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501108169005515","'882360000420551","2018-05-01 09:35:43","2018-05-01 09:39:04","3072","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944502010148258323","'447509153832","2018-05-01 09:35:43","2018-05-01 09:36:00","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502010148202230","'447509148223","2018-05-01 09:35:43","2018-05-01 09:36:06","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944502010148264792","'447509154479","2018-05-01 09:35:43","2018-05-01 09:45:32","6144","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005179861648","'882360002502874","2018-05-01 09:35:44","2018-05-01 09:36:04","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501702168820039","'882360001284846","2018-05-01 09:35:44","2018-05-01 09:37:54","15360","'334","'020","UKJ 6MB@3.50 OU 0.65 USD CTTMX"
"'8944502010148260964","'447509154096","2018-05-01 09:35:44","2018-05-01 09:38:29","2048","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005178095842","'882360002171764","2018-05-01 09:35:44","2018-05-01 09:36:21","1024","'410","'01","UKJ 10MB@1.90 OU 0.20 USD AMNZPS"
"'8944503005178057883","'882360002167968","2018-05-01 09:35:44","2018-05-01 09:38:50","1024","'334","'03","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944500510178429324","'882360002733687","2018-05-01 09:35:44","2018-05-01 09:36:56","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944501410158442653","'447937584108","2018-05-01 09:35:45","2018-05-01 09:39:53","3072","'234","'10","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944502511169346541","'11835882694","2018-05-01 09:35:45","2018-05-01 09:37:35","2048","'630","'01","UKA 5MB@6.45 OU 0.95 USD VT"
"'8944502010148303533","'447509158353","2018-05-01 09:35:45","2018-05-01 09:35:48","1024","'214","'01","UKJ 30MB@3.28 OU 0.20 GBP CONIQ"
"'8944500606138132253","'447937878225","2018-05-01 09:35:45","2018-05-01 09:36:11","1024","'310","'410","UKJ 15MB@3.91 OU .65 USD"
"'8944501702168765713","'882360001279414","2018-05-01 09:35:45","2018-05-01 09:37:15","2048","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944500510178341081","'882360002724863","2018-05-01 09:35:45","2018-05-01 09:52:03","3072","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944501410158460374","'447937585880","2018-05-01 09:35:45","2018-05-01 09:35:57","1024","'204","'04","UKJ 2MB@1.18 OU 0.80 EUR 12MTH KOEK"
"'8944500510178315218","'882360002722276","2018-05-01 09:35:45","2018-05-01 09:54:23","8192","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944200103299008343","'447449381021","2018-05-01 09:35:46","2018-05-01 09:35:46","53248","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
